mode,season,route_id,route_name,dir_id,day_type_id,day_type_name,time_period_id,time_period_name,stop_name,parent_station,total_ons,total_offs,number_service_days,average_ons,average_offs,average_flow,ObjectId
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Airport,place-aport,1792,3543,75,24,47,104,1
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Aquarium,place-aqucl,1192,758,75,16,10,160,2
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Beachmont,place-bmmnl,445,1158,75,6,15,42,3
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Bowdoin,place-bomnl,759,0,75,10,0,10,4
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Government Center,place-gover,5936,71,75,79,1,88,5
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Maverick,place-mvbcl,2201,3228,75,29,43,133,6
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Orient Heights,place-orhte,315,1331,75,4,18,59,7
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Revere Beach,place-rbmnl,93,1044,75,1,14,28,8
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,State,place-state,5907,337,75,79,4,160,9
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Suffolk Downs,place-sdmnl,132,177,75,2,2,53,10
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Wonderland,place-wondl,0,1785,75,0,24,0,11
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Wood Island,place-wimnl,211,1830,74,3,25,69,12
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Airport,place-aport,2692,7354,75,36,98,207,13
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Aquarium,place-aqucl,2205,2487,75,29,33,320,14
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Beachmont,place-bmmnl,635,2522,75,8,34,96,15
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Bowdoin,place-bomnl,1292,0,75,17,0,17,16
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Government Center,place-gover,12013,92,75,160,1,176,17
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Maverick,place-mvbcl,4462,7442,75,59,99,277,18
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Orient Heights,place-orhte,982,3320,75,13,44,129,19
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Revere Beach,place-rbmnl,227,2651,75,3,35,61,20
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,State,place-state,12040,581,75,161,8,324,21
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Suffolk Downs,place-sdmnl,126,515,75,2,7,124,22
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Wonderland,place-wondl,0,4564,75,0,61,0,23
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Wood Island,place-wimnl,546,3545,74,7,48,144,24
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_03,AM_PEAK,Airport,place-aport,6918,17051,75,92,227,514,25
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_03,AM_PEAK,Aquarium,place-aqucl,6963,10927,75,93,146,884,26
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_03,AM_PEAK,Beachmont,place-bmmnl,2613,6158,75,35,82,258,27
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_03,AM_PEAK,Bowdoin,place-bomnl,5824,0,75,78,0,78,28
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_03,AM_PEAK,Government Center,place-gover,34181,356,75,456,5,528,29
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_03,AM_PEAK,Maverick,place-mvbcl,9818,27071,75,131,361,652,30
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_03,AM_PEAK,Orient Heights,place-orhte,2219,10618,75,30,142,327,31
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_03,AM_PEAK,Revere Beach,place-rbmnl,394,8851,75,5,118,147,32
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_03,AM_PEAK,State,place-state,33760,2446,75,450,33,946,33
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_03,AM_PEAK,Suffolk Downs,place-sdmnl,281,1888,75,4,25,306,34
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_03,AM_PEAK,Wonderland,place-wondl,0,11096,75,0,148,0,35
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_03,AM_PEAK,Wood Island,place-wimnl,1138,6266,74,15,85,402,36
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Airport,place-aport,20747,50821,75,277,678,2050,37
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Aquarium,place-aqucl,23186,23829,75,309,318,3356,38
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Beachmont,place-bmmnl,3844,27701,75,51,369,1001,39
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Bowdoin,place-bomnl,21388,0,75,285,0,285,40
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Government Center,place-gover,126624,1571,75,1688,21,1951,41
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Maverick,place-mvbcl,25971,89051,75,346,1187,2464,42
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Orient Heights,place-orhte,6205,39167,75,83,522,1412,43
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Revere Beach,place-rbmnl,1092,29707,75,15,396,606,44
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,State,place-state,112808,4899,75,1504,65,3386,45
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Suffolk Downs,place-sdmnl,858,7306,75,11,97,1323,46
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Wonderland,place-wondl,0,45056,75,0,601,0,47
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Wood Island,place-wimnl,2938,15415,74,40,208,1706,48
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Airport,place-aport,25160,60615,75,335,808,3026,49
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Aquarium,place-aqucl,43431,19039,75,579,254,4884,50
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Government Center,place-gover,27236,67,75,363,1,390,51
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Maverick,place-mvbcl,2880,20317,75,38,271,569,52
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Orient Heights,place-orhte,543,9869,75,7,132,363,53
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Revere Beach,place-rbmnl,74,11000,75,1,147,114,54
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,State,place-state,16783,316,75,224,4,647,55
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Suffolk Downs,place-sdmnl,55,1559,75,1,21,369,56
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Wonderland,place-wondl,0,8917,75,0,119,0,57
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Wood Island,place-wimnl,269,4726,74,4,64,409,58
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,OFF_PEAK,Airport,place-aport,24257,62560,16,1516,3910,12214,59
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,OFF_PEAK,Aquarium,place-aqucl,51294,19206,16,3206,1200,20256,60
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,OFF_PEAK,Beachmont,place-bmmnl,2973,37272,16,186,2330,5811,61
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,OFF_PEAK,Bowdoin,place-bomnl,17976,0,16,1123,0,1123,62
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,OFF_PEAK,Government Center,place-gover,159062,1137,16,9941,71,10994,63
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,OFF_PEAK,Maverick,place-mvbcl,26110,116473,16,1632,7280,14608,64
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,OFF_PEAK,Orient Heights,place-orhte,5224,47772,16,327,2986,8388,65
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,OFF_PEAK,Revere Beach,place-rbmnl,780,40230,16,49,2514,3345,66
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,OFF_PEAK,State,place-state,119812,3580,16,7488,224,18253,67
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,OFF_PEAK,Suffolk Downs,place-sdmnl,859,7803,16,54,488,7954,68
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,OFF_PEAK,Wonderland,place-wondl,0,53521,16,0,3345,0,69
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,OFF_PEAK,Wood Island,place-wimnl,2826,21478,16,177,1342,10347,70
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,OFF_PEAK,Airport,place-aport,24135,51735,16,1508,3233,9649,71
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,OFF_PEAK,Aquarium,place-aqucl,39149,15080,16,2447,943,15710,72
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,OFF_PEAK,Beachmont,place-bmmnl,2744,30904,16,172,1932,4620,73
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,OFF_PEAK,Bowdoin,place-bomnl,14276,0,16,892,0,892,74
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,OFF_PEAK,Government Center,place-gover,129011,992,16,8063,62,8893,75
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,OFF_PEAK,Maverick,place-mvbcl,21577,90919,16,1349,5682,11375,76
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,OFF_PEAK,Orient Heights,place-orhte,5079,37157,16,317,2322,6706,77
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,OFF_PEAK,Revere Beach,place-rbmnl,557,33055,16,35,2066,2588,78
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,OFF_PEAK,State,place-state,87076,1965,16,5442,123,14208,79
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,OFF_PEAK,Suffolk Downs,place-sdmnl,808,6019,16,51,376,6380,80
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,OFF_PEAK,Wonderland,place-wondl,0,41412,16,0,2588,0,81
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,OFF_PEAK,Wood Island,place-wimnl,2316,17324,16,145,1083,8244,82
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Airport,place-aport,16730,4943,75,223,66,1114,83
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Aquarium,place-aqucl,311,8179,75,4,109,1216,84
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Beachmont,place-bmmnl,13947,315,75,186,4,657,85
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Bowdoin,place-bomnl,0,7969,75,0,106,0,86
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Government Center,place-gover,134,39947,75,2,533,117,87
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Maverick,place-mvbcl,28466,3585,75,380,48,1384,88
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Orient Heights,place-orhte,19486,418,75,260,6,947,89
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Revere Beach,place-rbmnl,16743,61,75,223,1,517,90
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,State,place-state,285,35089,75,4,468,675,91
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Suffolk Downs,place-sdmnl,4426,37,75,59,0,700,92
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Wonderland,place-wondl,23168,0,75,309,0,309,93
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Wood Island,place-wimnl,7210,518,75,96,7,965,94
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Airport,place-aport,29837,6990,75,398,93,1976,95
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Aquarium,place-aqucl,725,17146,75,10,229,2343,96
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Beachmont,place-bmmnl,19287,615,75,257,8,1126,97
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Bowdoin,place-bomnl,0,22032,75,0,294,0,98
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Government Center,place-gover,205,78331,75,3,1044,295,99
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Maverick,place-mvbcl,55058,6884,75,734,92,2582,100
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,State,place-state,9196,100838,75,123,1345,1859,101
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Suffolk Downs,place-sdmnl,5693,775,75,76,10,1214,102
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Wonderland,place-wondl,40656,0,75,542,0,542,103
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Wood Island,place-wimnl,16742,2573,75,223,34,1753,104
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Airport,place-aport,45459,11120,75,606,148,1427,105
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Aquarium,place-aqucl,9872,15796,75,132,211,1698,106
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Beachmont,place-bmmnl,15598,3792,75,208,51,665,107
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Bowdoin,place-bomnl,0,9257,75,0,123,0,108
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Government Center,place-gover,1312,69238,75,17,923,121,109
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Maverick,place-mvbcl,43052,21031,75,574,280,1738,110
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Orient Heights,place-orhte,19287,5212,75,257,69,894,111
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Revere Beach,place-rbmnl,13711,938,75,183,13,505,112
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,State,place-state,4594,55662,75,61,742,1020,113
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Suffolk Downs,place-sdmnl,2379,752,75,32,10,703,114
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Wonderland,place-wondl,25063,0,75,334,0,334,115
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Wood Island,place-wimnl,7220,2380,75,96,32,964,116
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Airport,place-aport,20615,4481,75,275,60,534,117
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Aquarium,place-aqucl,3851,3238,75,51,43,560,118
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Beachmont,place-bmmnl,5504,1516,75,73,20,210,119
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Bowdoin,place-bomnl,0,2468,75,0,33,0,120
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Government Center,place-gover,383,21405,75,5,285,32,121
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Maverick,place-mvbcl,10172,8720,75,136,116,557,122
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Orient Heights,place-orhte,5985,1880,75,80,25,274,123
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Revere Beach,place-rbmnl,4631,480,75,62,6,161,124
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,State,place-state,907,19745,75,12,263,307,125
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Suffolk Downs,place-sdmnl,817,303,75,11,4,217,126
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Wonderland,place-wondl,7663,0,75,102,0,102,127
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Wood Island,place-wimnl,2595,1047,75,35,14,302,128
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Airport,place-aport,4627,1134,75,62,15,129,129
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Aquarium,place-aqucl,697,994,75,9,13,146,130
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Beachmont,place-bmmnl,2101,237,75,28,3,60,131
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Bowdoin,place-bomnl,0,753,75,0,10,0,132
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Government Center,place-gover,86,6347,75,1,85,10,133
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Maverick,place-mvbcl,2761,2354,75,37,31,139,134
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Orient Heights,place-orhte,1771,606,75,24,8,78,135
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Revere Beach,place-rbmnl,678,101,75,9,1,30,136
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,State,place-state,362,5274,75,5,70,92,137
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Suffolk Downs,place-sdmnl,225,61,75,3,1,62,138
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Wonderland,place-wondl,1521,0,75,20,0,20,139
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Wood Island,place-wimnl,726,324,75,10,4,83,140
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,OFF_PEAK,Airport,place-aport,81409,17676,16,5088,1105,15569,141
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,OFF_PEAK,Aquarium,place-aqucl,17506,50097,16,1094,3131,18560,142
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,OFF_PEAK,Beachmont,place-bmmnl,31960,3471,16,1997,217,7730,143
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,OFF_PEAK,Bowdoin,place-bomnl,0,16368,16,0,1023,0,144
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,OFF_PEAK,Government Center,place-gover,296,152846,16,19,9553,1023,145
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,OFF_PEAK,Maverick,place-mvbcl,109646,29174,16,6853,1823,20598,146
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,OFF_PEAK,Orient Heights,place-orhte,43783,5186,16,2736,324,10536,147
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,OFF_PEAK,Revere Beach,place-rbmnl,35844,970,16,2240,61,5950,148
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,OFF_PEAK,State,place-state,5023,133052,16,314,8316,10558,149
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,OFF_PEAK,Suffolk Downs,place-sdmnl,7107,804,16,444,50,8124,150
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Orient Heights,place-orhte,29574,625,75,394,8,1568,151
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Revere Beach,place-rbmnl,21067,131,75,281,2,866,152
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,State,place-state,795,75870,75,11,1012,1362,153
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Suffolk Downs,place-sdmnl,7299,72,75,97,1,1195,154
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Wonderland,place-wondl,44976,0,75,600,0,600,155
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Wood Island,place-wimnl,12290,1171,75,164,16,1687,156
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_03,AM_PEAK,Airport,place-aport,86010,14845,75,1147,198,5190,157
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_03,AM_PEAK,Aquarium,place-aqucl,3788,67411,75,51,899,6102,158
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_03,AM_PEAK,Beachmont,place-bmmnl,53182,2263,75,709,30,2851,159
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_03,AM_PEAK,Bowdoin,place-bomnl,0,52720,75,0,703,0,160
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_03,AM_PEAK,Government Center,place-gover,1127,207921,75,15,2772,699,161
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_03,AM_PEAK,Maverick,place-mvbcl,155144,18532,75,2069,247,7055,162
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_03,AM_PEAK,Orient Heights,place-orhte,74614,2906,75,995,39,3952,163
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_03,AM_PEAK,Revere Beach,place-rbmnl,46740,596,75,623,8,2156,164
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_03,AM_PEAK,State,place-state,3419,201197,75,46,2683,3469,165
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_03,AM_PEAK,Suffolk Downs,place-sdmnl,12185,461,75,162,6,3018,166
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_03,AM_PEAK,Wonderland,place-wondl,115371,0,75,1538,0,1538,167
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_03,AM_PEAK,Wood Island,place-wimnl,25189,3177,75,336,42,4286,168
